happy,comp,sex,age,edu,employ,rel_per,rel_den,social_class,people_trust
Very happy,2,Female,20,Bachelor or equivalent (ISCED 6),Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Quite happy,1,Female,35,Upper secondary education (ISCED 3),Homemaker not otherwise employed,A religious person,Muslim,Upper middle class,Need to be very careful
Very happy,10,Female,39,Primary education (ISCED 1),Homemaker not otherwise employed,Not a religious person,Muslim,Lower middle class,Need to be very careful
Quite happy,10,Male,25,Post-secondary non-tertiary education (ISCED 4),Self employed,A religious person,Muslim,Working class,Need to be very careful
Quite happy,1,Male,30,Primary education (ISCED 1),Self employed,A religious person,Muslim,Lower middle class,Need to be very careful
Very happy,1,Female,19,Upper secondary education (ISCED 3),Unemployed,A religious person,Muslim,Working class,Most people can be trusted
Very happy,10,Female,18,Upper secondary education (ISCED 3),Unemployed,A religious person,Muslim,Working class,Need to be very careful
Very happy,4,Male,28,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Quite happy,3,Male,33,Lower secondary education (ISCED 2),Self employed,A religious person,Muslim,Lower class,Need to be very careful
Very happy,1,Female,23,Bachelor or equivalent (ISCED 6),Unemployed,A religious person,Muslim,Working class,Most people can be trusted
Very happy,10,Female,48,Early childhood education (ISCED 0) / no education,Unemployed,A religious person,Muslim,Working class,Need to be very careful
Very happy,2,Male,30,Early childhood education (ISCED 0) / no education,Self employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,1,Female,42,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Very happy,10,Female,25,Upper secondary education (ISCED 3),Unemployed,A religious person,Muslim,Working class,Most people can be trusted
Very happy,10,Female,20,Primary education (ISCED 1),Unemployed,A religious person,Muslim,Working class,Most people can be trusted
Very happy,1,Female,20,Primary education (ISCED 1),Unemployed,A religious person,Muslim,Working class,Need to be very careful
Very happy,1,Female,25,Master or equivalent (ISCED 7),Unemployed,A religious person,Muslim,Working class,Most people can be trusted
Very happy,1,Female,40,Early childhood education (ISCED 0) / no education,Unemployed,A religious person,Muslim,Don't know,Most people can be trusted
Quite happy,10,Female,50,Early childhood education (ISCED 0) / no education,Unemployed,A religious person,Muslim,Working class,Need to be very careful
Not at all happy,10,Female,28,Early childhood education (ISCED 0) / no education,Unemployed,A religious person,Muslim,Working class,Most people can be trusted
Very happy,10,Female,22,Early childhood education (ISCED 0) / no education,Unemployed,A religious person,Muslim,Working class,Most people can be trusted
Quite happy,5,Female,38,Early childhood education (ISCED 0) / no education,Unemployed,A religious person,Muslim,Working class,Most people can be trusted
Very happy,10,Female,20,Early childhood education (ISCED 0) / no education,Unemployed,A religious person,Muslim,Working class,Need to be very careful
Very happy,10,Female,35,Early childhood education (ISCED 0) / no education,Unemployed,A religious person,Muslim,Working class,Need to be very careful
Very happy,1,Female,25,Post-secondary non-tertiary education (ISCED 4),Unemployed,A religious person,Muslim,Working class,Need to be very careful
Very happy,2,Female,30,Primary education (ISCED 1),Unemployed,Don't know,Muslim,Lower class,Need to be very careful
Very happy,1,Female,40,Early childhood education (ISCED 0) / no education,Unemployed,A religious person,Muslim,Don't know,Need to be very careful
Very happy,1,Female,23,Post-secondary non-tertiary education (ISCED 4),Unemployed,Don't know,Muslim,Working class,Need to be very careful
Quite happy,5,Female,19,Upper secondary education (ISCED 3),Unemployed,A religious person,Muslim,Working class,Most people can be trusted
Very happy,10,Female,35,Upper secondary education (ISCED 3),Unemployed,A religious person,Muslim,Upper middle class,Need to be very careful
Very happy,5,Female,19,Post-secondary non-tertiary education (ISCED 4),Unemployed,A religious person,Muslim,Working class,Most people can be trusted
Quite happy,1,Female,35,Bachelor or equivalent (ISCED 6),Part time (less than 30 hours a week),A religious person,Muslim,Lower middle class,Need to be very careful
Quite happy,1,Female,45,Early childhood education (ISCED 0) / no education,Unemployed,A religious person,Muslim,Don't know,Need to be very careful
Quite happy,10,Male,19,Early childhood education (ISCED 0) / no education,Part time (less than 30 hours a week),A religious person,Muslim,Lower middle class,Most people can be trusted
Quite happy,10,Male,50,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Lower middle class,Need to be very careful
Very happy,10,Male,18,Post-secondary non-tertiary education (ISCED 4),Part time (less than 30 hours a week),A religious person,Muslim,Upper middle class,Most people can be trusted
Quite happy,10,Male,19,Upper secondary education (ISCED 3),Full time (30 hours a week or more),A religious person,Muslim,Lower middle class,Need to be very careful
Quite happy,10,Male,25,Upper secondary education (ISCED 3),Part time (less than 30 hours a week),A religious person,Muslim,Working class,Most people can be trusted
Very happy,6,Male,18,Lower secondary education (ISCED 2),Part time (less than 30 hours a week),Not a religious person,Muslim,Lower middle class,Most people can be trusted
Quite happy,10,Male,20,Post-secondary non-tertiary education (ISCED 4),Part time (less than 30 hours a week),A religious person,Muslim,Lower middle class,Most people can be trusted
Quite happy,10,Male,29,Lower secondary education (ISCED 2),Part time (less than 30 hours a week),A religious person,Muslim,Lower middle class,Need to be very careful
Quite happy,10,Male,30,Upper secondary education (ISCED 3),Part time (less than 30 hours a week),A religious person,Muslim,Lower middle class,Most people can be trusted
Quite happy,10,Male,35,Early childhood education (ISCED 0) / no education,Part time (less than 30 hours a week),A religious person,Muslim,Lower middle class,Need to be very careful
Quite happy,3,Female,26,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Not very happy,8,Female,42,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Lower middle class,Most people can be trusted
Not at all happy,2,Female,55,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Lower class,Need to be very careful
Quite happy,3,Female,40,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Lower middle class,Most people can be trusted
Not very happy,3,Female,48,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,7,Female,24,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Upper middle class,Most people can be trusted
Not very happy,5,Female,22,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Lower middle class,Need to be very careful
Not very happy,10,Female,35,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,8,Female,29,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Upper middle class,Most people can be trusted
Not very happy,3,Female,40,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Lower class,Need to be very careful
Very happy,6,Female,45,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Lower middle class,Most people can be trusted
Quite happy,5,Female,25,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Lower class,Most people can be trusted
Quite happy,10,Female,50,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Lower class,Need to be very careful
Very happy,7,Female,45,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Lower middle class,Need to be very careful
Quite happy,5,Female,40,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Lower class,Need to be very careful
Very happy,5,Female,30,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Lower class,Most people can be trusted
Not very happy,6,Female,30,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Lower class,Need to be very careful
Very happy,5,Female,20,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Lower class,Most people can be trusted
Very happy,9,Female,50,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Lower class,Most people can be trusted
Quite happy,6,Female,30,Early childhood education (ISCED 0) / no education,Part time (less than 30 hours a week),A religious person,Muslim,Lower middle class,Need to be very careful
Very happy,9,Male,22,Primary education (ISCED 1),Full time (30 hours a week or more),A religious person,Muslim,Lower class,Most people can be trusted
Quite happy,4,Male,38,Lower secondary education (ISCED 2),Full time (30 hours a week or more),Not a religious person,Muslim,Working class,Need to be very careful
Quite happy,6,Male,34,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Lower class,Need to be very careful
Quite happy,9,Male,28,Primary education (ISCED 1),Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Very happy,4,Male,23,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Quite happy,6,Male,28,Lower secondary education (ISCED 2),Self employed,A religious person,Muslim,Lower middle class,Need to be very careful
Very happy,8,Male,25,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Lower class,Need to be very careful
Very happy,7,Male,38,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Working class,Most people can be trusted
Quite happy,8,Male,25,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Lower class,Most people can be trusted
Quite happy,3,Male,25,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Lower class,Need to be very careful
Quite happy,1,Male,39,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Quite happy,1,Male,41,Lower secondary education (ISCED 2),Full time (30 hours a week or more),A religious person,Muslim,Lower middle class,Need to be very careful
Quite happy,1,Male,44,Upper secondary education (ISCED 3),Full time (30 hours a week or more),A religious person,Muslim,Lower middle class,Need to be very careful
Quite happy,1,Male,48,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Quite happy,1,Male,52,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Quite happy,1,Male,60,Primary education (ISCED 1),Full time (30 hours a week or more),A religious person,Muslim,Lower class,Need to be very careful
Quite happy,1,Male,20,Upper secondary education (ISCED 3),Student,A religious person,Muslim,Working class,Need to be very careful
Very happy,1,Male,39,Primary education (ISCED 1),Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Quite happy,1,Male,28,Upper secondary education (ISCED 3),Full time (30 hours a week or more),A religious person,Muslim,Lower middle class,Need to be very careful
Quite happy,1,Male,42,Upper secondary education (ISCED 3),Full time (30 hours a week or more),A religious person,Muslim,Lower middle class,Need to be very careful
Quite happy,3,Male,75,Early childhood education (ISCED 0) / no education,Retired/pensioned,A religious person,Muslim,Working class,Need to be very careful
Quite happy,3,Male,40,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Lower middle class,Need to be very careful
Quite happy,2,Male,29,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),A religious person,Muslim,Lower middle class,Need to be very careful
Very happy,1,Male,40,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Quite happy,1,Male,62,Primary education (ISCED 1),Retired/pensioned,A religious person,Muslim,Lower middle class,Need to be very careful
Quite happy,1,Male,37,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Quite happy,1,Male,24,Primary education (ISCED 1),Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Quite happy,4,Male,38,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Working class,Most people can be trusted
Quite happy,1,Male,30,Primary education (ISCED 1),Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Quite happy,1,Male,37,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Lower class,Need to be very careful
Very happy,1,Male,32,Primary education (ISCED 1),Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Very happy,6,Male,23,Early childhood education (ISCED 0) / no education,Self employed,A religious person,Muslim,Working class,Most people can be trusted
Very happy,4,Male,30,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Quite happy,2,Male,35,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Very happy,5,Male,28,Early childhood education (ISCED 0) / no education,Self employed,A religious person,Muslim,Lower middle class,Most people can be trusted
Very happy,10,Male,56,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),A religious person,Muslim,Lower class,Most people can be trusted
Quite happy,6,Male,44,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Very happy,1,Male,55,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Very happy,10,Male,22,Early childhood education (ISCED 0) / no education,Self employed,A religious person,Muslim,Working class,Need to be very careful
Quite happy,10,Male,30,Upper secondary education (ISCED 3),Self employed,A religious person,Muslim,Lower middle class,Most people can be trusted
Quite happy,10,Male,33,Upper secondary education (ISCED 3),Self employed,A religious person,Muslim,Working class,Need to be very careful
Quite happy,1,Male,48,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Quite happy,5,Male,35,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Quite happy,9,Male,30,Upper secondary education (ISCED 3),Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Quite happy,5,Male,42,Primary education (ISCED 1),Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Quite happy,1,Male,46,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Not at all happy,5,Male,35,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Very happy,10,Male,50,Master or equivalent (ISCED 7),Full time (30 hours a week or more),A religious person,Muslim,Upper middle class,Need to be very careful
Very happy,10,Male,22,Early childhood education (ISCED 0) / no education,Self employed,A religious person,Muslim,Working class,Most people can be trusted
Very happy,10,Male,28,Upper secondary education (ISCED 3),Self employed,A religious person,Muslim,Upper middle class,Need to be very careful
Not at all happy,9,Female,25,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Quite happy,9,Female,28,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Most people can be trusted
Not at all happy,9,Female,31,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Not very happy,8,Female,45,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Most people can be trusted
Not very happy,9,Female,35,Primary education (ISCED 1),Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,6,Female,40,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Quite happy,8,Female,35,Primary education (ISCED 1),Homemaker not otherwise employed,A religious person,Muslim,Working class,Most people can be trusted
Quite happy,10,Female,35,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,8,Female,34,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,8,Female,35,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Quite happy,8,Female,28,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Most people can be trusted
Not very happy,7,Female,28,Primary education (ISCED 1),Homemaker not otherwise employed,A religious person,Muslim,Lower class,Most people can be trusted
Not very happy,9,Female,36,Primary education (ISCED 1),Homemaker not otherwise employed,A religious person,Muslim,Lower class,Need to be very careful
Not at all happy,8,Female,40,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Lower class,Most people can be trusted
Quite happy,10,Female,30,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Most people can be trusted
Quite happy,9,Female,33,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Lower class,Most people can be trusted
Quite happy,10,Female,45,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Lower class,Need to be very careful
Quite happy,9,Female,46,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Most people can be trusted
Not very happy,6,Female,41,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,6,Female,40,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Upper middle class,Most people can be trusted
Very happy,6,Female,35,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,An atheist,Muslim,Upper middle class,Need to be very careful
Very happy,7,Female,45,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Upper middle class,Need to be very careful
Not very happy,7,Female,26,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Lower class,Need to be very careful
Very happy,6,Female,25,Post-secondary non-tertiary education (ISCED 4),Homemaker not otherwise employed,A religious person,Muslim,Upper middle class,Need to be very careful
Very happy,10,Female,23,Post-secondary non-tertiary education (ISCED 4),Homemaker not otherwise employed,A religious person,Muslim,Upper class,Need to be very careful
Quite happy,5,Female,28,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Lower class,Need to be very careful
Not at all happy,5,Female,30,Lower secondary education (ISCED 2),Homemaker not otherwise employed,A religious person,Muslim,Upper middle class,Need to be very careful
Very happy,6,Female,45,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Lower middle class,Most people can be trusted
Very happy,6,Female,30,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Lower class,Need to be very careful
Very happy,8,Female,42,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Lower middle class,Need to be very careful
Very happy,4,Female,42,Upper secondary education (ISCED 3),Homemaker not otherwise employed,A religious person,Muslim,Lower middle class,Most people can be trusted
Quite happy,4,Female,32,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,6,Female,32,Upper secondary education (ISCED 3),Homemaker not otherwise employed,A religious person,Muslim,Lower middle class,Need to be very careful
Very happy,4,Female,32,Short-cycle tertiary education (ISCED 5),Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,2,Female,24,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),A religious person,Muslim,Upper middle class,Need to be very careful
Very happy,10,Female,42,Primary education (ISCED 1),Homemaker not otherwise employed,A religious person,Muslim,Upper middle class,Need to be very careful
Very happy,5,Female,40,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Lower middle class,Need to be very careful
Very happy,4,Female,29,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,Not a religious person,Muslim,Upper middle class,Need to be very careful
Very happy,3,Female,38,Upper secondary education (ISCED 3),Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Quite happy,9,Female,26,Primary education (ISCED 1),Homemaker not otherwise employed,A religious person,Muslim,Lower middle class,Most people can be trusted
Quite happy,3,Female,45,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Lower middle class,Need to be very careful
Quite happy,7,Female,40,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Lower class,Most people can be trusted
Not very happy,7,Female,45,Early childhood education (ISCED 0) / no education,Unemployed,A religious person,Muslim,Lower class,Most people can be trusted
Very happy,9,Female,30,Lower secondary education (ISCED 2),Homemaker not otherwise employed,A religious person,Muslim,Lower middle class,Most people can be trusted
Very happy,7,Female,21,Lower secondary education (ISCED 2),Homemaker not otherwise employed,A religious person,Muslim,Lower class,Most people can be trusted
Very happy,8,Female,45,Early childhood education (ISCED 0) / no education,Unemployed,A religious person,Muslim,Lower class,Most people can be trusted
Very happy,6,Female,35,Early childhood education (ISCED 0) / no education,Part time (less than 30 hours a week),A religious person,Muslim,Lower class,Most people can be trusted
Quite happy,4,Female,20,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Lower middle class,Most people can be trusted
Quite happy,6,Female,18,Early childhood education (ISCED 0) / no education,Part time (less than 30 hours a week),A religious person,Muslim,Lower middle class,Most people can be trusted
Quite happy,6,Female,26,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,Not a religious person,Other,Working class,Need to be very careful
Quite happy,6,Female,30,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,Not a religious person,Other,Working class,Need to be very careful
Not very happy,8,Female,40,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,Not a religious person,Other,Working class,Most people can be trusted
Quite happy,6,Female,41,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,Not a religious person,Other,Working class,Most people can be trusted
Quite happy,7,Female,35,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,Don't know,Other,Working class,Need to be very careful
Quite happy,7,Female,36,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,Don't know,Other,Working class,Need to be very careful
Not very happy,8,Female,35,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,Don't know,Muslim,Working class,Most people can be trusted
Not at all happy,6,Female,41,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Most people can be trusted
Very happy,6,Female,35,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Lower class,Most people can be trusted
Quite happy,10,Female,42,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Quite happy,5,Female,34,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Most people can be trusted
Quite happy,6,Female,41,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Most people can be trusted
Not very happy,7,Female,40,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Most people can be trusted
Quite happy,6,Female,50,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Lower class,Need to be very careful
Quite happy,5,Female,35,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Most people can be trusted
Quite happy,6,Female,38,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Most people can be trusted
Quite happy,6,Female,34,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Most people can be trusted
Quite happy,8,Male,19,Post-secondary non-tertiary education (ISCED 4),Student,A religious person,Muslim,Working class,Most people can be trusted
Very happy,10,Male,27,Bachelor or equivalent (ISCED 6),Part time (less than 30 hours a week),A religious person,Muslim,Working class,Need to be very careful
Very happy,9,Male,26,Early childhood education (ISCED 0) / no education,Part time (less than 30 hours a week),A religious person,Muslim,Working class,Most people can be trusted
Very happy,9,Male,43,Upper secondary education (ISCED 3),Self employed,A religious person,Muslim,Lower middle class,Most people can be trusted
Very happy,3,Male,32,Lower secondary education (ISCED 2),Self employed,A religious person,Muslim,Working class,Most people can be trusted
Very happy,8,Male,18,Upper secondary education (ISCED 3),Student,A religious person,Muslim,Working class,Most people can be trusted
Very happy,10,Male,19,Post-secondary non-tertiary education (ISCED 4),Student,A religious person,Muslim,Working class,Most people can be trusted
Very happy,10,Male,32,Primary education (ISCED 1),Part time (less than 30 hours a week),A religious person,Muslim,Working class,Most people can be trusted
Very happy,10,Male,20,Post-secondary non-tertiary education (ISCED 4),Part time (less than 30 hours a week),A religious person,Muslim,Upper middle class,Most people can be trusted
Very happy,5,Male,40,Early childhood education (ISCED 0) / no education,Self employed,A religious person,Muslim,Lower middle class,Need to be very careful
Not very happy,10,Male,50,Early childhood education (ISCED 0) / no education,Part time (less than 30 hours a week),A religious person,Muslim,Lower middle class,Need to be very careful
Quite happy,10,Male,45,Primary education (ISCED 1),Self employed,Not a religious person,Muslim,Lower middle class,Need to be very careful
Very happy,7,Male,63,Early childhood education (ISCED 0) / no education,Part time (less than 30 hours a week),A religious person,Muslim,Lower middle class,Most people can be trusted
Very happy,9,Male,50,Early childhood education (ISCED 0) / no education,Part time (less than 30 hours a week),A religious person,Muslim,Working class,Most people can be trusted
Very happy,10,Male,23,Early childhood education (ISCED 0) / no education,Self employed,A religious person,Muslim,Lower middle class,Most people can be trusted
Very happy,5,Male,19,Early childhood education (ISCED 0) / no education,Part time (less than 30 hours a week),A religious person,Muslim,Lower middle class,Most people can be trusted
Very happy,10,Male,25,Early childhood education (ISCED 0) / no education,Retired/pensioned,A religious person,Muslim,Working class,Most people can be trusted
Not very happy,10,Male,19,Early childhood education (ISCED 0) / no education,Retired/pensioned,A religious person,Muslim,Upper middle class,Need to be very careful
Very happy,9,Male,22,Primary education (ISCED 1),Part time (less than 30 hours a week),A religious person,Muslim,Working class,Need to be very careful
Very happy,9,Male,36,Upper secondary education (ISCED 3),Part time (less than 30 hours a week),A religious person,Muslim,Lower class,Need to be very careful
Quite happy,7,Male,42,Primary education (ISCED 1),Part time (less than 30 hours a week),Not a religious person,Muslim,Upper class,Need to be very careful
Very happy,7,Male,35,Primary education (ISCED 1),Self employed,Not a religious person,Muslim,Lower class,Need to be very careful
Very happy,8,Male,41,Primary education (ISCED 1),Part time (less than 30 hours a week),A religious person,Muslim,Lower class,Most people can be trusted
Quite happy,2,Male,31,Early childhood education (ISCED 0) / no education,Part time (less than 30 hours a week),A religious person,Muslim,Lower class,Most people can be trusted
Very happy,8,Male,32,Primary education (ISCED 1),Part time (less than 30 hours a week),A religious person,Muslim,Lower class,Need to be very careful
Quite happy,9,Male,35,Primary education (ISCED 1),Part time (less than 30 hours a week),A religious person,Muslim,Lower class,Most people can be trusted
Very happy,6,Male,41,Upper secondary education (ISCED 3),Part time (less than 30 hours a week),A religious person,Muslim,Upper middle class,Need to be very careful
Quite happy,8,Male,41,Lower secondary education (ISCED 2),Part time (less than 30 hours a week),Not a religious person,Muslim,Lower class,Most people can be trusted
Quite happy,8,Male,38,Primary education (ISCED 1),Part time (less than 30 hours a week),A religious person,Muslim,Lower class,Need to be very careful
Quite happy,7,Male,42,Bachelor or equivalent (ISCED 6),Part time (less than 30 hours a week),Not a religious person,Muslim,Upper middle class,Need to be very careful
Not very happy,7,Male,35,Upper secondary education (ISCED 3),Part time (less than 30 hours a week),A religious person,Muslim,Upper middle class,Need to be very careful
Quite happy,7,Male,28,Post-secondary non-tertiary education (ISCED 4),Part time (less than 30 hours a week),A religious person,Muslim,Don't know,Need to be very careful
Quite happy,7,Male,30,Post-secondary non-tertiary education (ISCED 4),Part time (less than 30 hours a week),A religious person,Muslim,Lower class,Need to be very careful
Quite happy,7,Male,28,Post-secondary non-tertiary education (ISCED 4),Part time (less than 30 hours a week),A religious person,Muslim,Lower class,Most people can be trusted
Not very happy,7,Male,42,Early childhood education (ISCED 0) / no education,Part time (less than 30 hours a week),A religious person,Muslim,Upper class,Most people can be trusted
Not at all happy,8,Male,32,Bachelor or equivalent (ISCED 6),Part time (less than 30 hours a week),A religious person,Muslim,Lower class,Need to be very careful
Not very happy,7,Male,38,Bachelor or equivalent (ISCED 6),Self employed,Not a religious person,Muslim,Lower class,Need to be very careful
